tmdb_id,imdb_id,title_year,title,year,runtime_min,avg_rating,bechdel_rating,cluster
157843,tt1837636,Queen of the Desert (2015),Queen of the Desert,2015,128,5.7,Unknown,83
628914,tt9054192,Queenpins (2021),Queenpins,2021,110,6.4,Unknown,42
49792,tt0102741,Queens Logic (1991),Queens Logic,1991,100,5.7,Unknown,40
42135,tt0084565,Querelle (1982),Querelle,1982,108,6.6,Unknown,144
18937,tt0120800,Quest for Camelot (1998),Quest for Camelot,1998,86,6.3,Pass,145
62204,tt0082484,Quest for Fire (1981),Quest for Fire,1981,100,7.3,Fail,102
10729,tt0100449,Quick Change (1990),Quick Change,1990,89,6.8,Unknown,112
21332,tt0091814,Quicksilver (1986),Quicksilver,1986,105,5.7,Unknown,42
9588,tt0102744,Quigley Down Under (1990),Quigley Down Under,1990,119,6.9,Unknown,80
10876,tt0180073,Quills (2000),Quills,2000,124,7.2,Unknown,51
64499,tt0451176,Quinceañera (2006),Quinceañera,2006,90,6.9,Pass,44
11450,tt0110932,Quiz Show (1994),Quiz Show,1994,133,7.5,Fail,7
11620,tt0043949,Quo Vadis (1951),Quo Vadis,1951,171,7.1,Pass,25
728118,tt8633462,"Quo Vadis, Aida? (2020)","Quo Vadis, Aida?",2020,101,8.0,Unknown,78
16138,tt0417072,R-Point (2004),R-Point,2004,107,6.2,Unknown,18
49524,tt0790736,R.I.P.D. (2013),R.I.P.D.,2013,96,5.6,Fail,70
493099,tt7689964,RBG (2018),RBG,2018,98,7.6,Unknown,83
8329,tt1038988,REC (2007),REC,2007,78,7.4,Pass,85
39514,tt1245526,RED (2010),RED,2010,111,7.0,Fail,60
146216,tt1821694,RED 2 (2013),RED 2,2013,116,6.6,Pass,105
579974,tt8178634,RRR (2022),RRR,2022,187,7.8,Unknown,16
21778,tt0357111,RRRrrrr!!! (2004),RRRrrrr!!!,2004,98,5.9,Unknown,13
9530,tt0449089,RV (2006),RV,2006,99,5.6,Pass,34
41517,tt1562871,Ra.One (2011),Ra.One,2011,156,5.0,Unknown,33
37951,tt1291465,Raajneeti (2010),Raajneeti,2010,163,7.1,Unknown,83
191121,tt2359810,Raanjhanaa (2013),Raanjhanaa,2013,140,7.6,Unknown,89
491629,tt7098658,Raazi (2018),Raazi,2018,138,7.7,Pass,100
14072,tt1182937,Rab Ne Bana Di Jodi (2008),Rab Ne Bana Di Jodi,2008,167,7.2,Unknown,89
27585,tt0935075,Rabbit Hole (2010),Rabbit Hole,2010,91,6.9,Pass,1
6076,tt0960790,Rabbit Without Ears (2007),Rabbit Without Ears,2007,116,6.5,Unknown,15
9511,tt1343755,Rabbit Without Ears 2 (2009),Rabbit Without Ears 2,2009,124,5.6,Unknown,122
9555,tt0252444,Rabbit-Proof Fence (2002),Rabbit-Proof Fence,2002,94,7.4,Pass,47
29437,tt0076590,Rabid (1977),Rabid,1977,91,6.3,Pass,22
323677,tt3499096,Race (2016),Race,2016,134,7.1,Unknown,117
31718,tt0076591,"Race for Your Life, Charlie Brown (1977)","Race for Your Life, Charlie Brown",1977,76,7.2,Pass,130
55731,tt0117427,Race the Sun (1996),Race the Sun,1996,100,5.4,Unknown,6
13836,tt1075417,Race to Witch Mountain (2009),Race to Witch Mountain,2009,98,5.7,Unknown,143
32051,tt0073600,Race with the Devil (1975),Race with the Devil,1975,88,6.6,Unknown,85
14976,tt1084950,Rachel Getting Married (2008),Rachel Getting Married,2008,113,6.7,Pass,1
300792,tt1618448,Racing Extinction (2015),Racing Extinction,2015,90,8.1,Unknown,30
6439,tt0376105,Racing Stripes (2005),Racing Stripes,2005,102,5.2,Unknown,43
47359,tt0087968,Racing with the Moon (1984),Racing with the Moon,1984,108,6.6,Unknown,8
13920,tt0316465,Radio (2003),Radio,2003,109,6.9,Unknown,117
25936,tt1217565,Radio Day (2008),Radio Day,2008,100,7.3,Unknown,116
30890,tt0093818,Radio Days (1987),Radio Days,1987,88,7.4,Fail,65
20763,tt0105211,Radio Flyer (1992),Radio Flyer,1992,114,6.9,Unknown,39
480857,tt6017756,Radioactive (2019),Radioactive,2019,109,6.3,Unknown,115
22588,tt0110939,Radioland Murders (1994),Radioland Murders,1994,108,6.2,Unknown,26
436274,tt6097798,Radius (2017),Radius,2017,93,6.2,Unknown,79
242310,tt2401807,Rage (2014),Rage,2014,92,5.0,Unknown,110
96966,tt0082969,Raggedy Man (1981),Raggedy Man,1981,94,6.8,Unknown,8
1578,tt0081398,Raging Bull (1980),Raging Bull,1980,129,8.1,Fail,20
25566,tt0082970,Ragtime (1981),Ragtime,1981,155,7.3,Fail,57
20375,tt0330802,Raid (2003),Raid,2003,128,7.1,Unknown,116
85,tt0082971,Raiders of the Lost Ark (1981),Raiders of the Lost Ark,1981,115,8.4,Pass,53
61369,tt0023369,Rain (1932),Rain,1932,94,6.9,Unknown,9
69324,tt0287645,Rain (2001),Rain,2001,92,6.9,Unknown,8
380,tt0095953,Rain Man (1988),Rain Man,1988,133,8.0,Fail,90
62463,tt0107920,Raining Stones (1993),Raining Stones,1993,90,7.3,Unknown,96
14024,tt0361696,Raise Your Voice (2004),Raise Your Voice,2004,103,5.8,Pass,0
10404,tt0101640,Raise the Red Lantern (1991),Raise the Red Lantern,1991,125,8.1,Pass,3
24575,tt0081400,Raise the Titanic (1980),Raise the Titanic,1980,115,5.3,Unknown,92
378,tt0093822,Raising Arizona (1987),Raising Arizona,1987,94,7.3,Pass,38
13937,tt0105217,Raising Cain (1992),Raising Cain,1992,92,6.1,Unknown,79
4599,tt0350028,Raising Helen (2004),Raising Helen,2004,119,6.0,Pass,15
25461,tt0316188,Raising Victor Vargas (2002),Raising Victor Vargas,2002,88,7.2,Unknown,68
404368,tt5848272,Ralph Breaks the Internet (2018),Ralph Breaks the Internet,2018,112,7.0,Pass,17
32221,tt0102753,Rambling Rose (1991),Rambling Rose,1991,112,6.5,Unknown,8
7555,tt0462499,Rambo (2008),Rambo,2008,92,7.0,Fail,97
1370,tt0095956,Rambo III (1988),Rambo III,1988,102,5.8,Fail,105
1369,tt0089880,Rambo: First Blood Part II (1985),Rambo: First Blood Part II,1985,96,6.5,Fail,105
522938,tt1206885,Rambo: Last Blood (2019),Rambo: Last Blood,2019,89,6.1,Fail,42
49901,tt1583356,Rammbock: Berlin Undead (2010),Rammbock: Berlin Undead,2010,63,6.3,Unknown,102
38843,tt0493949,Ramona and Beezus (2010),Ramona and Beezus,2010,103,6.5,Pass,6
427641,tt2231461,Rampage (2018),Rampage,2018,107,6.1,Pass,21
75622,tt1640548,Rampart (2011),Rampart,2011,108,5.8,Unknown,35
336222,tt3296658,Rams (2015),Rams,2015,93,7.2,Fail,120
11645,tt0089881,Ran (1985),Ran,1985,160,8.2,Fail,3
42261,tt0073605,Rancho Deluxe (1975),Rancho Deluxe,1975,93,6.3,Unknown,100
22387,tt0035238,Random Harvest (1942),Random Harvest,1942,126,7.9,Unknown,77
12618,tt0156934,Random Hearts (1999),Random Hearts,1999,133,5.4,Unknown,89
7913,tt0405508,Rang De Basanti (2006),Rang De Basanti,2006,167,8.1,Pass,96
44896,tt1192628,Rango (2011),Rango,2011,107,7.3,Fail,17
3595,tt0117438,Ransom (1996),Ransom,1996,121,6.7,Unknown,29
10448,tt0110944,Rapa Nui (1994),Rapa Nui,1994,107,6.4,Unknown,40
13153,tt0105219,Rapid Fire (1992),Rapid Fire,1992,95,6.3,Unknown,97
174188,tt1879032,Rapture-Palooza (2013),Rapture-Palooza,2013,85,5.2,Unknown,95
74692,tt0295552,Rare Birds (2001),Rare Birds,2001,99,6.3,Unknown,76
48395,tt1401143,Rare Exports (2010),Rare Exports,2010,84,6.6,Fail,4
548,tt0042876,Rashomon (1950),Rashomon,1950,88,8.1,Fail,3
9896,tt0250687,Rat Race (2001),Rat Race,2001,112,6.5,Pass,75
2062,tt0382932,Ratatouille (2007),Ratatouille,2007,111,8.1,Fail,149
29698,tt0171685,Ratcatcher (1999),Ratcatcher,1999,94,7.5,Unknown,94
234004,tt2865120,Ratchet & Clank (2016),Ratchet & Clank,2016,94,5.5,Pass,145
10212,tt0129332,Ravenous (1999),Ravenous,1999,101,6.9,Fail,22
415010,tt6243140,Ravenous (2017),Ravenous,2017,100,5.8,Unknown,109
393519,tt4954522,Raw (2016),Raw,2016,99,6.9,Pass,148
26167,tt0040723,Raw Deal (1948),Raw Deal,1948,79,7.2,Unknown,100
2099,tt0091828,Raw Deal (1986),Raw Deal,1986,106,5.6,Unknown,97
13511,tt0091829,Rawhead Rex (1986),Rawhead Rex,1986,89,5.2,Unknown,73
1677,tt0350258,Ray (2004),Ray,2004,152,7.7,Pass,88
527774,tt5109280,Raya and the Last Dragon (2021),Raya and the Last Dragon,2021,107,7.3,Pass,17
26178,tt0087981,Razorback (1984),Razorback,1984,95,6.0,Fail,98
1694,tt0089885,Re-Animator (1985),Re-Animator,1985,84,7.1,Fail,85
13402,tt0498311,Re-cycle (2006),Re-cycle,2006,108,6.0,Unknown,24
6173,tt0274117,Read My Lips (2001),Read My Lips,2001,115,7.3,Pass,37
333339,tt1677720,Ready Player One (2018),Ready Player One,2018,140,7.4,Pass,21
567609,tt7798634,Ready or Not (2019),Ready or Not,2019,95,6.9,Pass,115
20697,tt0217756,Ready to Rumble (2000),Ready to Rumble,2000,107,5.4,Unknown,95
3586,tt0110907,Ready to Wear (1994),Ready to Wear,1994,133,5.2,Unknown,28
14370,tt0089886,Real Genius (1985),Real Genius,1985,108,6.9,Fail,81
33250,tt0079781,Real Life (1979),Real Life,1979,99,7.0,Unknown,13
44801,tt0093828,Real Men (1987),Real Men,1987,85,5.9,Unknown,74
39254,tt0433035,Real Steel (2011),Real Steel,2011,127,7.1,Fail,139
30309,tt0296166,Real Women Have Curves (2002),Real Women Have Curves,2002,90,6.9,Pass,8
179150,tt2392672,Reality (2014),Reality,2014,95,6.9,Unknown,132
2788,tt0110950,Reality Bites (1994),Reality Bites,1994,99,6.6,Pass,8
399612,tt4074928,Realive (2016),Realive,2016,112,5.9,Fail,102
567,tt0047396,Rear Window (1954),Rear Window,1954,112,8.4,Pass,66
240916,tt2304953,Reasonable Doubt (2014),Reasonable Doubt,2014,91,5.7,Unknown,79
223,tt0032976,Rebecca (1940),Rebecca,1940,130,8.1,Pass,66
505379,tt2235695,Rebecca (2020),Rebecca,2020,123,6.1,Unknown,42
221,tt0048545,Rebel Without a Cause (1955),Rebel Without a Cause,1955,111,7.6,Fail,68
390056,tt4986134,Rebel in the Rye (2017),Rebel in the Rye,2017,106,6.7,Unknown,40
57564,tt0103935,Rebels of the Neon God (1992),Rebels of the Neon God,1992,106,7.5,Unknown,94
7233,tt0376108,Rebound (2005),Rebound,2005,86,5.2,Unknown,0
31060,tt1193516,Recep Ivedik (2008),Recep Ivedik,2008,90,5.0,Unknown,74
19405,tt0265632,Recess: School's Out (2001),Recess: School's Out,2001,82,6.5,Pass,145
58372,tt0114241,Reckless (1995),Reckless,1995,91,5.2,Unknown,40
29456,tt0366943,Reconstruction (2003),Reconstruction,2003,90,7.3,Unknown,134
13200,tt0972883,Red (2008),Red,2008,93,6.9,Unknown,7
256876,tt3264102,Red Army (2014),Red Army,2014,84,7.6,Unknown,62
3780,tt0058888,Red Beard (1965),Red Beard,1965,185,8.3,Pass,3
12289,tt0425637,Red Cliff (2008),Red Cliff,2008,148,7.3,Fail,25
15384,tt1326972,Red Cliff II (2009),Red Cliff II,2009,142,7.5,Unknown,25
9407,tt0119994,Red Corner (1997),Red Corner,1997,122,6.3,Unknown,79
1880,tt0087985,Red Dawn (1984),Red Dawn,1984,114,6.4,Unknown,50
60747,tt1234719,Red Dawn (2012),Red Dawn,2012,93,5.3,Fail,123
26638,tt0058003,Red Desert (1964),Red Desert,1964,117,7.4,Pass,106
66125,tt0803061,Red Dog (2011),Red Dog,2011,92,7.3,Unknown,129
9533,tt0289765,Red Dragon (2002),Red Dragon,2002,124,7.2,Fail,67
38077,tt0023382,Red Dust (1932),Red Dust,1932,83,7.2,Unknown,119
11460,tt0421239,Red Eye (2005),Red Eye,2005,85,6.4,Pass,60
159185,tt0110769,"Red Firecracker, Green Firecracker (1994)","Red Firecracker, Green Firecracker",1994,111,6.9,Unknown,96
9604,tt0095963,Red Heat (1988),Red Heat,1988,104,6.1,Unknown,110
494974,tt7615302,Red Joan (2018),Red Joan,2018,101,6.4,Pass,83
25500,tt0365190,Red Lights (2004),Red Lights,2004,105,6.6,Unknown,61
75638,tt1748179,Red Lights (2012),Red Lights,2012,114,6.2,Unknown,127
512195,tt7991608,Red Notice (2021),Red Notice,2021,118,6.3,Unknown,21
8870,tt0199753,Red Planet (2000),Red Planet,2000,106,5.7,Fail,55
49730,tt1486185,Red Riding Hood (2011),Red Riding Hood,2011,100,5.4,Pass,136
3089,tt0040724,Red River (1948),Red River,1948,133,7.7,Fail,131
11705,tt0471030,Red Road (2006),Red Road,2006,113,6.8,Pass,100
10427,tt0105226,Red Rock West (1993),Red Rock West,1993,98,7.0,Unknown,112
763329,tt13453006,Red Rocket (2021),Red Rocket,2021,130,7.1,Unknown,35
12663,tt0098180,Red Scorpion (1988),Red Scorpion,1988,97,5.2,Fail,110
9626,tt0089893,Red Sonja (1985),Red Sonja,1985,89,5.1,Pass,70
42006,tt0093206,Red Sorghum (1988),Red Sorghum,1988,91,7.3,Unknown,19
401981,tt2873282,Red Sparrow (2018),Red Sparrow,2018,140,6.6,Pass,42
48572,tt0873886,Red State (2011),Red State,2011,88,6.1,Pass,58
72431,tt0485985,Red Tails (2012),Red Tails,2012,125,5.9,Fail,137
11600,tt0937237,Redacted (2007),Redacted,2007,90,6.1,Unknown,40
12400,tt1012804,Redbelt (2008),Redbelt,2008,99,6.7,Unknown,76
136418,tt1893256,Redemption (2013),Redemption,2013,100,6.2,Unknown,110
190469,tt2275946,Redirected (2014),Redirected,2014,99,6.4,Unknown,40
16392,tt0780595,Redline (2007),Redline,2007,95,4.0,Unknown,21
71883,tt1483797,Redline (2009),Redline,2009,102,7.5,Pass,141
18254,tt0082979,Reds (1981),Reds,1981,195,7.3,Pass,47
37833,tt0028346,Reefer Madness (1938),Reefer Madness,1938,66,3.8,Unknown,14
14457,tt0393635,Reeker (2005),Reeker,2005,90,5.1,Unknown,140
3547,tt0062185,Reflections in a Golden Eye (1967),Reflections in a Golden Eye,1967,108,6.7,Unknown,28
29492,tt0091836,Reform School Girls (1986),Reform School Girls,1986,94,5.4,Unknown,72
11364,tt0102768,Regarding Henry (1991),Regarding Henry,1991,108,6.7,Unknown,39
49798,tt0120001,Regeneration (1997),Regeneration,1997,114,7.0,Unknown,31
241257,tt3319920,Regression (2015),Regression,2015,106,5.6,Unknown,4
113279,tt0181786,Regret to Inform (1998),Regret to Inform,1998,72,7.3,Unknown,31
2355,tt0490204,Reign Over Me (2007),Reign Over Me,2007,124,7.4,Unknown,1
6278,tt0253556,Reign of Fire (2002),Reign of Fire,2002,101,6.2,Fail,139
487672,tt7167686,Reign of the Supermen (2019),Reign of the Supermen,2019,87,6.8,Unknown,33
14217,tt0456630,Reincarnation (2005),Reincarnation,2005,96,6.1,Pass,18
2155,tt0184858,Reindeer Games (2000),Reindeer Games,2000,104,5.8,Unknown,2
45615,tt1584813,Reindeerspotting - Escape from Santaland (2010),Reindeerspotting - Escape from Santaland,2010,84,7.4,Unknown,14
92769,tt0110965,Relative Fear (1994),Relative Fear,1994,94,5.6,Unknown,40
84586,tt0159696,Relax... It's Just Sex (1998),Relax... It's Just Sex,1998,110,6.7,Unknown,44
87462,tt0098184,Relentless (1989),Relentless,1989,92,5.9,Unknown,79
539181,tt9072352,Relic (2020),Relic,2020,89,6.0,Pass,4
13007,tt0815241,Religulous (2008),Religulous,2008,101,7.6,Unknown,32
50031,tt0028167,Rembrandt (1936),Rembrandt,1936,85,7.0,Unknown,63
302528,tt3704050,Remember (2015),Remember,2015,94,7.5,Unknown,48
23169,tt1403981,Remember Me (2010),Remember Me,2010,113,7.1,Pass,89
38970,tt0323807,"Remember Me, My Love (2003)","Remember Me, My Love",2003,125,6.4,Unknown,61
29617,tt0032981,Remember the Night (1939),Remember the Night,1939,94,7.5,Unknown,9
10637,tt0210945,Remember the Titans (2000),Remember the Titans,2000,113,7.8,Pass,117
395814,tt2331047,Rememory (2017),Rememory,2017,111,6.1,Unknown,102
579047,tt3272066,Reminiscence (2021),Reminiscence,2021,116,5.9,Fail,109
10553,tt0089901,Remo Williams: The Adventure Begins (1985),Remo Williams: The Adventure Begins,1985,121,6.4,Unknown,27
9389,tt0386741,Renaissance (2006),Renaissance,2006,105,6.6,Unknown,24
11858,tt0110971,Renaissance Man (1994),Renaissance Man,1994,128,6.2,Fail,122
77056,tt0114266,Rendez-vous in Paris (1995),Rendez-vous in Paris,1995,98,7.2,Unknown,100
5125,tt0804522,Rendition (2007),Rendition,2007,122,6.8,Unknown,125
10046,tt0276830,Renegade (2004),Renegade,2004,124,5.2,Unknown,49
20307,tt0098188,Renegades (1989),Renegades,1989,106,5.5,Unknown,110
649609,tt11358390,Renfield (2023),Renfield,2023,93,6.4,Unknown,115
10090,tt0499554,Reno 911!: Miami (2007),Reno 911!: Miami,2007,84,5.9,Unknown,128
1833,tt0294870,Rent (2005),Rent,2005,135,6.8,Pass,101
80287,tt0095977,Rent-a-Cop (1987),Rent-a-Cop,1987,96,4.8,Unknown,42
71700,tt1580426,Repeaters (2010),Repeaters,2010,89,5.7,Unknown,109
10596,tt0238552,Replicant (2001),Replicant,2001,100,5.4,Unknown,110
300681,tt4154916,Replicas (2018),Replicas,2018,107,5.5,Unknown,42
13820,tt0087995,Repo Man (1984),Repo Man,1984,92,6.8,Fail,132
31867,tt1053424,Repo Men (2010),Repo Men,2010,111,6.3,Pass,87
14353,tt0963194,Repo! The Genetic Opera (2008),Repo! The Genetic Opera,2008,98,6.4,Pass,101
11510,tt0100475,Repossessed (1990),Repossessed,1990,84,4.8,Unknown,95
12197,tt0827517,Reprise (2006),Reprise,2006,105,7.3,Fail,94
11481,tt0059646,Repulsion (1965),Repulsion,1965,105,7.5,Pass,124
523,tt0454931,Requiem (2006),Requiem,2006,93,6.8,Pass,83
641,tt0180093,Requiem for a Dream (2000),Requiem for a Dream,2000,102,8.3,Pass,78
53229,tt0056406,Requiem for a Heavyweight (1962),Requiem for a Heavyweight,1962,95,7.8,Unknown,114
333377,tt3270538,Requiem for the American Dream (2015),Requiem for the American Dream,2015,73,8.0,Unknown,30
9952,tt0462504,Rescue Dawn (2006),Rescue Dawn,2006,125,7.2,Unknown,69
8954,tt0831884,Reservation Road (2007),Reservation Road,2007,102,6.6,Unknown,7
500,tt0105236,Reservoir Dogs (1992),Reservoir Dogs,1992,99,8.3,Fail,20
1576,tt0120804,Resident Evil (2002),Resident Evil,2002,100,6.6,Pass,87
35791,tt1220634,Resident Evil: Afterlife (2010),Resident Evil: Afterlife,2010,96,5.8,Pass,87
1577,tt0318627,Resident Evil: Apocalypse (2004),Resident Evil: Apocalypse,2004,94,6.1,Pass,87
7737,tt0432021,Resident Evil: Extinction (2007),Resident Evil: Extinction,2007,94,6.2,Pass,87
71679,tt1855325,Resident Evil: Retribution (2012),Resident Evil: Retribution,2012,95,5.3,Pass,87
173897,tt2592614,Resident Evil: The Final Chapter (2016),Resident Evil: The Final Chapter,2016,107,5.5,Pass,87
400136,tt5776208,Resident Evil: Vendetta (2017),Resident Evil: Vendetta,2017,97,6.2,Unknown,70
460458,tt6920084,Resident Evil: Welcome to Raccoon City (2021),Resident Evil: Welcome to Raccoon City,2021,107,5.2,Unknown,40
121606,tt1977895,Resolution (2012),Resolution,2012,93,6.4,Unknown,4
592863,tt2452150,Respect (2021),Respect,2021,145,6.6,Pass,62
12544,tt0286516,Respiro (2002),Respiro,2002,90,7.0,Unknown,94
20160,tt0231971,Restless (2000),Restless,2000,111,5.6,Unknown,144
47760,tt1498569,Restless (2011),Restless,2011,91,6.7,Pass,89
35196,tt0114272,Restoration (1995),Restoration,1995,117,6.6,Unknown,77
39312,tt1559549,Restrepo (2010),Restrepo,2010,93,7.4,Fail,31
294132,tt3824412,Results (2015),Results,2015,105,5.5,Unknown,100
54358,tt1787791,Resurrect Dead: The Mystery of the Toynbee Tiles (2011),Resurrect Dead: The Mystery of the Toynbee Tiles,2011,86,7.3,Unknown,100
13074,tt0416185,Resurrecting the Champ (2007),Resurrecting the Champ,2007,112,6.7,Unknown,129
98864,tt0081414,Resurrection (1980),Resurrection,1980,103,7.1,Fail,40
872497,tt11540726,Resurrection (2022),Resurrection,2022,103,5.9,Unknown,76
136134,tt0140508,Resurrection Man (1998),Resurrection Man,1998,102,5.4,Unknown,23
73936,tt1410051,Retreat (2011),Retreat,2011,90,5.8,Unknown,102
26689,tt0117468,Retroactive (1997),Retroactive,1997,91,6.2,Fail,127
14822,tt0078158,Return from Witch Mountain (1978),Return from Witch Mountain,1978,95,5.7,Unknown,6
38126,tt0053219,Return of the Fly (1959),Return of the Fly,1959,80,5.7,Unknown,135
15482,tt0095989,Return of the Killer Tomatoes! (1988),Return of the Killer Tomatoes!,1988,98,5.3,Unknown,128
24929,tt0095990,Return of the Living Dead II (1988),Return of the Living Dead II,1988,89,5.7,Unknown,98
28260,tt0107953,Return of the Living Dead III (1993),Return of the Living Dead III,1993,97,5.9,Unknown,98
42750,tt0081420,Return of the Secaucus Seven (1979),Return of the Secaucus Seven,1979,104,7.0,Unknown,1
12639,tt0060897,Return of the Seven (1966),Return of the Seven,1966,95,5.5,Unknown,107
40812,tt0073623,Return of the Street Fighter (1974),Return of the Street Fighter,1974,88,6.3,Unknown,27
45878,tt0093854,Return to Horror High (1987),Return to Horror High,1987,95,4.5,Unknown,12
2621,tt0122459,Return to Me (2000),Return to Me,2000,115,7.0,Pass,15
16690,tt0280030,Return to Never Land (2002),Return to Never Land,2002,72,5.8,Unknown,145
13155,tt0089908,Return to Oz (1985),Return to Oz,1985,113,6.7,Pass,82
10278,tt0124595,Return to Paradise (1998),Return to Paradise,1998,111,6.9,Unknown,7
333381,tt2948790,Return to Sender (2015),Return to Sender,2015,92,5.1,Unknown,67
13965,tt0095993,Return to Snowy River (1988),Return to Snowy River,1988,99,6.6,Unknown,107
13888,tt0102782,Return to the Blue Lagoon (1991),Return to the Blue Lagoon,1991,102,5.2,Unknown,107
56235,tt0176093,Return with Honor (1998),Return with Honor,1998,101,8.2,Unknown,31
5493,tt0339579,Returner (2002),Returner,2002,116,6.4,Unknown,113
15451,tt1173745,Revanche (2008),Revanche,2008,121,7.5,Fail,35
14249,tt0100485,Revenge (1990),Revenge,1990,124,6.2,Unknown,29
467938,tt6738136,Revenge (2017),Revenge,2017,108,6.4,Fail,76
14052,tt0088000,Revenge of the Nerds (1984),Revenge of the Nerds,1984,90,6.6,Fail,72
16889,tt0093857,Revenge of the Nerds II: Nerds in Paradise (1987),Revenge of the Nerds II: Nerds in Paradise,1987,88,5.1,Unknown,107
6081,tt0078163,Revenge of the Pink Panther (1978),Revenge of the Pink Panther,1978,99,6.6,Unknown,128
38718,tt0100486,Reversal of Fortune (1990),Reversal of Fortune,1990,111,7.1,Unknown,62
313943,tt3722614,Revolt (2017),Revolt,2017,87,5.3,Unknown,55
19433,tt0308808,Revolution OS (2001),Revolution OS,2001,85,7.2,Unknown,30
19738,tt0243558,Revolutionary Girl Utena: The Adolescence of Utena (1999),Revolutionary Girl Utena: The Adolescence of Utena,1999,100,7.2,Pass,49
4148,tt0959337,Revolutionary Road (2008),Revolutionary Road,2008,119,7.3,Pass,10
10851,tt0365686,Revolver (2005),Revolver,2005,111,6.3,Unknown,23
173484,tt2395970,Rewind This! (2013),Rewind This!,2013,91,7.0,Unknown,108
20645,tt0101991,Rhapsody in August (1991),Rhapsody in August,1991,98,7.2,Pass,96
16551,tt0088001,Rhinestone (1984),Rhinestone,1984,111,4.1,Pass,74
90928,tt0120014,Rhyme & Reason (1997),Rhyme & Reason,1997,90,7.4,Unknown,101
109962,tt0082992,Rich and Famous (1981),Rich and Famous,1981,117,5.8,Pass,76
43323,tt0049674,Richard III (1955),Richard III,1955,161,7.3,Unknown,19
31174,tt0114279,Richard III (1995),Richard III,1995,104,7.3,Unknown,57
292011,tt3513548,Richard Jewell (2019),Richard Jewell,2019,131,7.5,Pass,129
22975,tt0079807,Richard Pryor: Live in Concert (1979),Richard Pryor: Live in Concert,1979,78,8.0,Unknown,71
21923,tt0084597,Richard Pryor: Live on the Sunset Strip (1982),Richard Pryor: Live on the Sunset Strip,1982,82,7.6,Unknown,133
11011,tt0110989,Richie Rich (1994),Richie Rich,1994,95,5.5,Unknown,6
275601,tt3623726,Ricki and the Flash (2015),Ricki and the Flash,2015,101,6.0,Pass,101
9546,tt0102789,Ricochet (1991),Ricochet,1991,102,6.2,Unknown,29
87421,tt1411250,Riddick (2013),Riddick,2013,119,6.4,Fail,143
168530,tt1408253,Ride Along (2014),Ride Along,2014,99,6.1,Fail,34
323675,tt2869728,Ride Along 2 (2016),Ride Along 2,2016,102,5.9,Fail,107
27644,tt0053220,Ride Lonesome (1959),Ride Lonesome,1959,73,7.1,Unknown,80
36206,tt0056412,Ride the High Country (1962),Ride the High Country,1962,94,7.4,Unknown,80
22267,tt0134154,Ride with the Devil (1999),Ride with the Devil,1999,138,6.7,Unknown,31
663870,tt11655202,Riders of Justice (2020),Riders of Justice,2020,116,7.5,Unknown,116
12709,tt0117477,Ridicule (1996),Ridicule,1996,102,7.3,Fail,134
14226,tt0437447,Riding Alone for Thousands of Miles (2005),Riding Alone for Thousands of Miles,2005,107,7.3,Unknown,120
291,tt0389326,Riding Giants (2004),Riding Giants,2004,105,7.8,Unknown,71
11091,tt0200027,Riding in Cars with Boys (2001),Riding in Cars with Boys,2001,132,6.5,Pass,39
12483,tt0355954,Riding the Bullet (2004),Riding the Bullet,2004,98,5.2,Unknown,140
934,tt0048021,Rififi (1955),Rififi,1955,118,8.1,Fail,37
354275,tt4768776,"Right Now, Wrong Then (2015)","Right Now, Wrong Then",2015,121,7.1,Unknown,134
15664,tt0458367,Right at Your Door (2006),Right at Your Door,2006,96,6.0,Unknown,4
13389,tt1034331,Righteous Kill (2008),Righteous Kill,2008,101,6.0,Unknown,79
210911,tt2771800,Rigor Mortis (2013),Rigor Mortis,2013,103,6.3,Unknown,146
17467,tt0102293,Riki-Oh: The Story of Ricky (1991),Riki-Oh: The Story of Ricky,1991,91,7.0,Unknown,98
531306,tt8179388,Rim of the World (2019),Rim of the World,2019,98,5.3,Fail,122
9674,tt0235712,Ring 0: Birthday (2000),Ring 0: Birthday,2000,99,5.9,Pass,18
9669,tt0218553,Ring 2 (1999),Ring 2,1999,95,5.8,Pass,18
37536,tt0165494,Ringmaster (1998),Ringmaster,1998,90,3.4,Unknown,123
14564,tt0498381,Rings (2017),Rings,2017,102,4.5,Fail,18
46195,tt1436562,Rio (2011),Rio,2011,96,6.9,Fail,43
172385,tt2357291,Rio 2 (2014),Rio 2,2014,101,6.3,Pass,43
301,tt0053221,Rio Bravo (1959),Rio Bravo,1959,141,7.9,Fail,131
11617,tt0042895,Rio Grande (1950),Rio Grande,1950,105,7.0,Unknown,80
26593,tt0066301,Rio Lobo (1970),Rio Lobo,1970,114,6.7,Fail,80
10955,tt0265651,Ripley's Game (2002),Ripley's Game,2002,110,6.6,Fail,23
13054,tt0901507,Rise of the Footsoldier (2007),Rise of the Footsoldier,2007,119,6.7,Unknown,23
81188,tt1446192,Rise of the Guardians (2012),Rise of the Guardians,2012,97,7.2,Fail,17
294993,tt3469592,Rise of the Legend (2014),Rise of the Legend,2014,131,6.4,Unknown,27
61791,tt1318514,Rise of the Planet of the Apes (2011),Rise of the Planet of the Apes,2011,105,7.6,Fail,11
1872,tt0389328,Rise: Blood Hunter (2007),Rise: Blood Hunter,2007,97,4.9,Unknown,140
